idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w1/nospace,w2/nospace,w1/caps,w2/caps,,nospace:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,caps:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,,nospace/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,caps/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,space/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY
469,alike,j-coordinated,499,insanity,sanity,0.1379,sanity,0.1379,insanity,madness,delusion,reason,0.1905,insanity,0.1905,insanity,madness,delusion,reason,1,0,1,0,,,0.0649,sanity,0.0649,0.1457,sanity,0.2738,,0.1692,sanity,0.1692,0.0968,sanity,0.3952,,,0.0649,sanity,0.0649,insanity,stupidity,madness,genius,0.1457,sanity,0.2738,insanity,stupidity,madness,genius,,,0.1692,sanity,0.1692,insanity,madness,reality,delusion,0.0968,sanity,0.3952,insanity,madness,reality,delusion,,,0,women,0.0716,old,foe,children,girls,0,women,0.0713,old,foe,children,girls
470,alike,j-coordinated,500,acceptance,rejection,0.4318,rejection,0.4318,denial,resistance,refusal,opposition,0.0974,acceptance,0.0974,denial,resistance,refusal,opposition,1,1,1,1,,,0.2051,rejection,0.2051,0.073,acceptance,0.073,,0.3458,rejection,0.3458,0.0963,acceptance,0.0963,,,0.2051,rejection,0.2051,denial,acceptance,resistance,intolerance,0.073,acceptance,0.073,denial,acceptance,resistance,intolerance,,,0.3458,rejection,0.3458,denial,resistance,acceptance,refusal,0.0963,acceptance,0.0963,denial,resistance,acceptance,refusal,,,0,women,0.077,old,foe,children,fans,0,women,0.0757,old,foe,children,fans
471,alike,j-coordinated,501,happiness,sadness,0.0466,misery,0.106,suffering,pain,sorrow,sadness,0.1168,joy,0.1291,suffering,pain,sorrow,sadness,1,0,0,1,,,0.0587,pain,0.0612,0.121,happiness,0.121,,0.0553,sadness,0.0553,0.1716,joy,0.2012,,,0.0587,pain,0.0612,sadness,misery,suffering,sorrow,0.121,happiness,0.121,sadness,misery,suffering,sorrow,,,0.0553,sadness,0.0553,misery,pain,suffering,sorrow,0.1716,joy,0.2012,misery,pain,suffering,sorrow,,,0,women,0.087,old,foe,children,girls,0,women,0.0713,old,foe,children,girls
472,alike,j-coordinated,502,gain,loss,0.892,loss,0.892,pain,lose,risk,profit,0.2604,gain,0.2604,pain,lose,risk,profit,1,1,1,1,,,0.8365,loss,0.8365,0.7476,gain,0.7476,,0.6995,loss,0.6995,0.5468,gain,0.5468,,,0.8365,loss,0.8365,lose,pain,profit,gain,0.7476,gain,0.7476,lose,pain,profit,gain,,,0.6995,loss,0.6995,lose,fall,losses,cost,0.5468,gain,0.5468,lose,fall,losses,cost,,,0,women,0.0847,old,foe,children,girls,0,women,0.0746,old,foe,children,girls
473,alike,j-coordinated,503,majority,minority,0.9554,minority,0.9554,minorities,opposition,majority,dissent,0.3801,majority,0.3801,minorities,opposition,majority,dissent,1,0,1,1,,,0.9195,minority,0.9195,0.3106,white,0.3975,,0.5284,minority,0.5284,0.4047,majority,0.4047,,,0.9195,minority,0.9195,minorities,opposition,majority,plurality,0.3106,white,0.3975,minorities,opposition,majority,plurality,,,0.5284,minority,0.5284,opposition,Minority,Opposition,minorities,0.4047,majority,0.4047,opposition,Minority,Opposition,minorities,,,0.0004,women,0.0751,old,foe,children,girls,0,women,0.0794,old,foe,children,girls
474,alike,j-coordinated,504,dissatisfaction,satisfaction,0.0186,optimism,0.0378,enthusiasm,support,satisfaction,anger,0.0269,satisfaction,0.0462,enthusiasm,support,satisfaction,anger,1,1,0,1,,,0.0282,anger,0.0363,0.0201,satisfaction,0.0498,,0.0362,satisfaction,0.0362,0.0109,satisfaction,0.0613,,,0.0282,anger,0.0363,happiness,satisfaction,frustration,depression,0.0201,satisfaction,0.0498,happiness,satisfaction,frustration,depression,,,0.0362,satisfaction,0.0362,happiness,optimism,anger,frustration,0.0109,satisfaction,0.0613,happiness,optimism,anger,frustration,,,0,women,0.0681,old,foe,children,fans,0,women,0.0943,old,foe,children,fans
475,alike,j-coordinated,505,poverty,wealth,0.3078,wealth,0.3078,prosperity,opportunity,luxury,privilege,0.287,poverty,0.287,prosperity,opportunity,luxury,privilege,1,0,1,1,,,0.0696,wealth,0.0696,0.0381,wealth,0.0548,,0.0875,wealth,0.0875,0.1944,poverty,0.1944,,,0.0696,wealth,0.0696,opportunity,greed,prosperity,ignorance,0.0381,wealth,0.0548,opportunity,greed,prosperity,ignorance,,,0.0875,wealth,0.0875,opportunity,prosperity,privilege,greed,0.1944,poverty,0.1944,opportunity,prosperity,privilege,greed,,,0,women,0.0857,old,men,foe,children,0,women,0.0747,old,men,foe,children
476,alike,j-coordinated,506,complexity,simplicity,0.0799,simplicity,0.0799,elegance,clarity,complexity,ease,0.105,complexity,0.105,elegance,clarity,complexity,ease,1,1,1,1,,,0.1264,simplicity,0.1264,0.1461,complexity,0.1461,,0.2945,simplicity,0.2945,0.1968,complexity,0.1968,,,0.1264,simplicity,0.1264,complexity,clarity,elegance,opportunity,0.1461,complexity,0.1461,complexity,clarity,elegance,opportunity,,,0.2945,simplicity,0.2945,complexity,elegance,clarity,beauty,0.1968,complexity,0.1968,complexity,elegance,clarity,beauty,,,0,women,0.0858,old,foe,children,girls,0,women,0.168,old,foe,children,girls
477,alike,j-coordinated,507,defeat,victory,0.4487,victory,0.4487,triumph,success,defeat,glory,0.815,defeat,0.815,triumph,success,defeat,glory,1,1,1,1,,,0.1382,victory,0.1382,0.7497,defeat,0.7497,,0.1483,victory,0.1483,0.6949,defeat,0.6949,,,0.1382,victory,0.1382,defeat,triumph,hope,pride,0.7497,defeat,0.7497,defeat,triumph,hope,pride,,,0.1483,victory,0.1483,triumph,defeat,redemption,revenge,0.6949,defeat,0.6949,triumph,defeat,redemption,revenge,,,0,women,0.0701,old,foe,children,girls,0,women,0.0854,old,foe,children,girls
478,alike,j-coordinated,508,progress,regress,0.0098,progress,0.0547,regression,stagnation,destruction,revolution,0,model,0.0322,regression,stagnation,destruction,revolution,1,1,1,1,,,0.0207,progress,0.0751,0.0145,stagnation,0.1094,,0.0206,progress,0.0947,0.0006,regress,0.0833,,,0.0207,progress,0.0751,destruction,evil,ignorance,regression,0.0145,stagnation,0.1094,destruction,evil,ignorance,regression,,,0.0206,progress,0.0947,regression,stagnation,ignorance,regress,0.0006,regress,0.0833,regression,stagnation,ignorance,regress,,,0,women,0.079,old,foe,politicians,children,0,women,0.1194,old,foe,politicians,children
479,alike,j-coordinated,509,deaf,hearing,0.1034,dumb,0.435,blind,hearing,mute,sight,0.0123,seeing,0.1546,blind,hearing,mute,sight,1,1,1,1,,,0.0028,dumb,0.6887,0.0057,seeing,0.4772,,0.0077,dumb,0.6589,0.0098,seeing,0.1853,,,0.0028,dumb,0.6887,blind,mute,stupid,proud,0.0057,seeing,0.4772,blind,mute,stupid,proud,,,0.0077,dumb,0.6589,blind,mute,stupid,proud,0.0098,seeing,0.1853,blind,mute,stupid,proud,,,0,women,0.087,old,children,foe,girls,0.0002,women,0.0776,old,children,foe,girls
480,alike,j-coordinated,510,cry,laugh,0.0967,scream,0.121,laugh,cry,shout,weep,0.5563,cry,0.5563,laugh,cry,shout,weep,0,1,0,1,,,0.1088,laugh,0.1088,0.4247,cry,0.4247,,0.3117,laugh,0.3117,0.4359,cry,0.4359,,,0.1088,laugh,0.1088,scream,cry,shout,weep,0.4247,cry,0.4247,scream,cry,shout,weep,,,0.3117,laugh,0.3117,scream,weep,cry,sleep,0.4359,cry,0.4359,scream,weep,cry,sleep,,,0,women,0.0911,old,foe,children,girls,0.0004,women,0.1376,old,foe,children,girls
481,alike,j-coordinated,511,nephew,niece,0.2333,niece,0.2333,uncle,cousin,brother,friend,0.6866,nephew,0.6866,uncle,cousin,brother,friend,0,1,0,1,,,0.1294,uncle,0.333,0.652,nephew,0.652,,0.0602,uncle,0.4267,0.5933,nephew,0.5933,,,0.1294,uncle,0.333,niece,nephew,aunt,grandfather,0.652,nephew,0.652,niece,nephew,aunt,grandfather,,,0.0602,uncle,0.4267,nephew,cousin,niece,grandfather,0.5933,nephew,0.5933,nephew,cousin,niece,grandfather,,,0,women,0.0881,old,foe,children,girls,0,women,0.0965,old,foe,children,girls
482,alike,j-coordinated,512,asset,liability,0.4439,liability,0.4439,liabilities,risk,commodity,debt,0.0034,reputation,0.0457,liabilities,risk,commodity,debt,1,1,0,1,,,0.2329,liability,0.2329,0.0072,liability,0.0317,,0.0211,currency,0.0762,0.0003,reputation,0.0375,,,0.2329,liability,0.2329,liabilities,currency,capital,debt,0.0072,liability,0.0317,liabilities,currency,capital,debt,,,0.0211,currency,0.0762,liabilities,liability,risk,investor,0.0003,reputation,0.0375,liabilities,liability,risk,investor,,,0,women,0.0784,old,foe,children,girls,0,women,0.0793,old,foe,children,girls
483,alike,j-coordinated,513,advance,retreat,0.2097,retreat,0.2097,regress,fall,decline,defeat,0.0194,attack,0.0961,regress,fall,decline,defeat,0,1,0,1,,,0.0252,regress,0.194,0.0021,attack,0.0229,,0.023,return,0.0452,0.0006,adventure,0.0337,,,0.0252,regress,0.194,advance,fall,decline,retreat,0.0021,attack,0.0229,advance,fall,decline,retreat,,,0.023,return,0.0452,advance,follow,retreat,finish,0.0006,adventure,0.0337,advance,follow,retreat,finish,,,0,women,0.1107,old,girls,children,foe,0,women,0.1022,old,girls,children,foe
484,alike,j-coordinated,514,illness,wellness,0.0254,injury,0.1402,death,health,disease,wellness,0.0025,fitness,0.1244,death,health,disease,wellness,1,1,1,1,,,0.0214,health,0.0918,0.0133,health,0.142,,0.0199,death,0.0945,0.005,health,0.1434,,,0.0214,health,0.0918,wealth,illness,prosperity,death,0.0133,health,0.142,wealth,illness,prosperity,death,,,0.0199,death,0.0945,injury,health,illness,pain,0.005,health,0.1434,injury,health,illness,pain,,,0,women,0.0823,old,foe,children,losers,0,women,0.086,old,foe,children,losers
485,alike,j-coordinated,515,distrust,trust,0.0186,hope,0.056,admiration,fear,suspicion,support,0.0281,suspicion,0.0477,admiration,fear,suspicion,support,1,1,1,1,,,0.0058,fear,0.0455,0.0396,faith,0.0757,,0.0142,fear,0.0479,0.0316,betrayal,0.0997,,,0.0058,fear,0.0455,suspicion,ignorance,respect,hope,0.0396,faith,0.0757,suspicion,ignorance,respect,hope,,,0.0142,fear,0.0479,respect,love,suspicion,hope,0.0316,betrayal,0.0997,respect,love,suspicion,hope,,,0,women,0.0855,old,foe,girls,children,0,women,0.1125,old,foe,girls,children
486,alike,j-coordinated,516,brother,sister,0.9024,sister,0.9024,foe,brother,sisters,friend,0.4965,brother,0.4965,foe,brother,sisters,friend,1,1,1,1,,,0.911,sister,0.911,0.6926,brother,0.6926,,0.8057,sister,0.8057,0.7915,brother,0.7915,,,0.911,sister,0.911,sisters,brother,son,foe,0.6926,brother,0.6926,sisters,brother,son,foe,,,0.8057,sister,0.8057,foe,Sister,sisters,brother,0.7915,brother,0.7915,foe,Sister,sisters,brother,,,0.0004,women,0.0903,old,foe,children,girls,0.0003,women,0.0885,old,foe,children,girls
487,alike,j-coordinated,517,daughter,son,0.2075,mother,0.2993,son,father,sister,daughter,0.1007,father,0.6224,son,father,sister,daughter,0,1,1,1,,,0.2593,son,0.2593,0.1798,father,0.4959,,0.1731,mother,0.2896,0.1014,father,0.6792,,,0.2593,son,0.2593,mother,father,husband,mom,0.1798,father,0.4959,mother,father,husband,mom,,,0.1731,mother,0.2896,father,son,daughter,Mother,0.1014,father,0.6792,father,son,daughter,Mother,,,0.0025,women,0.0889,old,children,foe,girls,0.0026,women,0.0834,old,children,foe,girls
488,alike,j-coordinated,518,demand,supply,0.9412,supply,0.9412,production,supplies,price,availability,0.9932,demand,0.9932,production,supplies,price,availability,1,1,1,1,,,0.9661,supply,0.9661,0.9898,demand,0.9898,,0.9771,supply,0.9771,0.985,demand,0.985,,,0.9661,supply,0.9661,supplies,production,price,capacity,0.9898,demand,0.9898,supplies,production,price,capacity,,,0.9771,supply,0.9771,price,supplies,Supply,production,0.985,demand,0.985,price,supplies,Supply,production,,,0,women,0.0723,old,foe,children,girls,0,women,0.0745,old,foe,children,girls
489,alike,j-coordinated,519,employment,unemployment,0.0069,education,0.0575,housing,income,capital,opportunity,0.0105,inflation,0.0587,housing,income,capital,opportunity,1,1,1,1,,,0.0024,education,0.0185,0.0091,poverty,0.0576,,0.0041,education,0.0587,0.0055,poverty,0.0707,,,0.0024,education,0.0185,capital,business,politics,government,0.0091,poverty,0.0576,capital,business,politics,government,,,0.0041,education,0.0587,housing,income,retirement,family,0.0055,poverty,0.0707,housing,income,retirement,family,,,0,women,0.0793,old,foe,children,girls,0,women,0.0795,old,foe,children,girls
490,alike,j-coordinated,520,certainty,uncertainty,0.4544,uncertainty,0.4544,doubt,ambiguity,speculation,fear,0.0448,fear,0.0522,doubt,ambiguity,speculation,fear,1,1,1,1,,,0.5312,uncertainty,0.5312,0.0087,optimism,0.0459,,0.5112,uncertainty,0.5112,0.0216,uncertainty,0.0611,,,0.5312,uncertainty,0.5312,doubt,certainty,fear,ambiguity,0.0087,optimism,0.0459,doubt,certainty,fear,ambiguity,,,0.5112,uncertainty,0.5112,doubt,certainty,fear,ambiguity,0.0216,uncertainty,0.0611,doubt,certainty,fear,ambiguity,,,0,women,0.0783,old,foe,children,girls,0,women,0.0735,old,foe,children,girls
491,alike,j-coordinated,521,deflation,inflation,0.4623,inflation,0.4623,growth,stagnation,recession,recovery,0.2141,deflation,0.2141,growth,stagnation,recession,recovery,1,1,1,1,,,0.2366,inflation,0.2366,0.2026,deflation,0.2026,,0.1768,inflation,0.1768,0.1115,deflation,0.1115,,,0.2366,inflation,0.2366,deflation,stagnation,growth,recovery,0.2026,deflation,0.2026,deflation,stagnation,growth,recovery,,,0.1768,inflation,0.1768,deflation,stagnation,growth,depression,0.1115,deflation,0.1115,deflation,stagnation,growth,depression,,,0,women,0.0737,foe,old,men,children,0,women,0.0733,foe,old,men,children
492,alike,j-coordinated,522,consistency,inconsistency,0.0071,reliability,0.0335,innovation,speed,quality,efficiency,0.0322,consistency,0.0322,innovation,speed,quality,efficiency,1,0,1,0,,,0.0376,consistency,0.0669,0.0417,inconsistency,0.0489,,0.0679,consistency,0.0751,0.0867,inconsistency,0.1054,,,0.0376,consistency,0.0669,inconsistency,reliability,complexity,innovation,0.0417,inconsistency,0.0489,inconsistency,reliability,complexity,innovation,,,0.0679,consistency,0.0751,inconsistency,change,chaos,innovation,0.0867,inconsistency,0.1054,inconsistency,change,chaos,innovation,,,0,women,0.0881,old,foe,children,girls,0,women,0.073,old,foe,children,girls
493,alike,j-coordinated,523,appearance,disappearance,0.0003,substance,0.1493,function,character,personality,behavior,0.0016,death,0.2419,function,character,personality,behavior,1,1,1,1,,,0.0008,substance,0.1168,0.0054,death,0.1336,,0.0001,substance,0.129,0.0064,death,0.1163,,,0.0008,substance,0.1168,function,behavior,reality,character,0.0054,death,0.1336,function,behavior,reality,character,,,0.0001,substance,0.129,function,character,reality,spirit,0.0064,death,0.1163,function,character,reality,spirit,,,0,women,0.0956,old,children,foe,men,0,women,0.0747,old,children,foe,men
494,alike,j-coordinated,524,dove,hawk,0.0848,hawk,0.0848,bird,eagle,human,raven,0.0185,prey,0.1373,bird,eagle,human,raven,1,1,1,1,,,0.1584,hawk,0.1584,0.0077,man,0.049,,0.0713,hawk,0.0713,0.0052,hawk,0.0611,,,0.1584,hawk,0.1584,raven,fox,bird,lion,0.0077,man,0.049,raven,fox,bird,lion,,,0.0713,hawk,0.0713,bird,fox,chicken,raven,0.0052,hawk,0.0611,bird,fox,chicken,raven,,,0,women,0.0895,old,foe,children,girls,0,women,0.0748,old,foe,children,girls
495,alike,j-coordinated,525,absence,presence,0.3006,presence,0.3006,absence,appearance,death,inclusion,0.1796,absence,0.1796,absence,appearance,death,inclusion,0,1,1,1,,,0.1345,absence,0.3868,0.5441,absence,0.5441,,0.2917,presence,0.2917,0.1498,absence,0.1498,,,0.1345,absence,0.3868,presence,appearance,disappearance,silence,0.5441,absence,0.5441,presence,appearance,disappearance,silence,,,0.2917,presence,0.2917,absence,appearance,inclusion,silence,0.1498,absence,0.1498,absence,appearance,inclusion,silence,,,0,women,0.0696,old,foe,fans,children,0,women,0.0723,old,foe,fans,children
496,alike,j-coordinated,526,impossibility,possibility,0.1141,possibility,0.1141,reality,probability,impossibility,imagination,0.0776,reality,0.0867,reality,probability,impossibility,imagination,0,1,0,1,,,0.0799,reality,0.1741,0.0814,reality,0.0855,,0.0766,reality,0.185,0.069,probability,0.0869,,,0.0799,reality,0.1741,possibility,probability,truth,impossibility,0.0814,reality,0.0855,possibility,probability,truth,impossibility,,,0.0766,reality,0.185,possibility,probability,impossibility,truth,0.069,probability,0.0869,possibility,probability,impossibility,truth,,,0,women,0.0783,old,foe,children,girls,0,women,0.0679,old,foe,children,girls
497,alike,j-coordinated,527,balance,imbalance,0.0178,harmony,0.0496,chaos,imbalance,balance,disorder,0.018,imbalance,0.1017,chaos,imbalance,balance,disorder,1,1,1,1,,,0.0182,balance,0.0334,0.0049,imbalance,0.0288,,0.0137,harmony,0.0982,0.0356,imbalance,0.0555,,,0.0182,balance,0.0334,harmony,chaos,imbalance,evil,0.0049,imbalance,0.0288,harmony,chaos,imbalance,evil,,,0.0137,harmony,0.0982,chaos,balance,madness,imbalance,0.0356,imbalance,0.0555,chaos,balance,madness,imbalance,,,0,women,0.1052,old,men,children,girls,0,women,0.081,old,men,children,girls
498,alike,j-coordinated,528,objective,subjective,0.9393,subjective,0.9393,biased,partisan,opinion,personal,0.8741,objective,0.8741,biased,partisan,opinion,personal,1,1,1,1,,,0.9422,subjective,0.9422,0.7388,objective,0.7388,,0.9078,subjective,0.9078,0.8969,objective,0.8969,,,0.9422,subjective,0.9422,personal,objective,spiritual,anecdotal,0.7388,objective,0.7388,personal,objective,spiritual,anecdotal,,,0.9078,subjective,0.9078,objective,irrelevant,subject,opinion,0.8969,objective,0.8969,objective,irrelevant,subject,opinion,,,0,women,0.1146,old,foe,children,men,0.0001,women,0.1065,old,foe,children,men
499,alike,j-coordinated,529,comedy,tragedy,0.1386,drama,0.4358,tragedy,horror,politics,music,0.25,comedy,0.25,tragedy,horror,politics,music,1,1,0,1,,,0.1656,drama,0.494,0.2995,comedy,0.2995,,0.3047,tragedy,0.3047,0.3002,comedy,0.3002,,,0.1656,drama,0.494,tragedy,horror,romance,action,0.2995,comedy,0.2995,tragedy,horror,romance,action,,,0.3047,tragedy,0.3047,drama,horror,seriousness,romance,0.3002,comedy,0.3002,drama,horror,seriousness,romance,,,0,women,0.0857,old,foe,children,girls,0,women,0.0759,old,foe,children,girls
500,alike,j-coordinated,530,unwillingness,willingness,0.0019,inability,0.2722,ability,ignorance,capability,capacity,0.0016,ability,0.205,ability,ignorance,capability,capacity,1,1,1,1,,,0.0039,ignorance,0.0547,0.012,ignorance,0.0492,,0.0095,stupidity,0.0468,0.0098,ignorance,0.0462,,,0.0039,ignorance,0.0547,stupidity,incompetence,arrogance,inability,0.012,ignorance,0.0492,stupidity,incompetence,arrogance,inability,,,0.0095,stupidity,0.0468,ignorance,incompetence,inability,arrogance,0.0098,ignorance,0.0462,ignorance,incompetence,inability,arrogance,,,0,women,0.0613,old,foe,losers,fans,0,women,0.0662,old,foe,losers,fans
501,alike,j-coordinated,531,finish,start,0.0698,start,0.0698,finish,form,score,career,0.73,finish,0.73,finish,form,score,career,1,1,0,1,,,0.1645,start,0.1645,0.3651,finish,0.3651,,0.0427,look,0.1798,0.5805,finish,0.5805,,,0.1645,start,0.1645,finish,not,feel,begin,0.3651,finish,0.3651,finish,not,feel,begin,,,0.0427,look,0.1798,feel,start,shine,function,0.5805,finish,0.5805,feel,start,shine,function,,,0,women,0.0853,old,foe,children,girls,0,women,0.1034,old,foe,children,girls
502,alike,j-coordinated,532,decrease,increase,0.444,increase,0.444,rise,decrease,gain,grow,0.8503,decrease,0.8503,rise,decrease,gain,grow,1,1,1,1,,,0.4586,increase,0.4586,0.806,decrease,0.806,,0.7437,increase,0.7437,0.5729,decrease,0.5729,,,0.4586,increase,0.4586,rise,grow,decrease,remain,0.806,decrease,0.806,rise,grow,decrease,remain,,,0.7437,increase,0.7437,rise,decrease,growth,gain,0.5729,decrease,0.5729,rise,decrease,growth,gain,,,0,women,0.1028,men,children,foe,girls,0,women,0.1,men,children,foe,girls
503,alike,j-coordinated,533,intolerance,tolerance,0.0979,tolerance,0.0979,love,acceptance,compassion,ignorance,0.093,intolerance,0.093,love,acceptance,compassion,ignorance,0,1,0,1,,,0.0151,racism,0.0555,0.0807,intolerance,0.0807,,0.0474,acceptance,0.0554,0.0947,intolerance,0.0947,,,0.0151,racism,0.0555,ignorance,acceptance,intolerance,bigotry,0.0807,intolerance,0.0807,ignorance,acceptance,intolerance,bigotry,,,0.0474,acceptance,0.0554,intolerance,tolerance,love,ignorance,0.0947,intolerance,0.0947,intolerance,tolerance,love,ignorance,,,0,women,0.0709,old,foe,children,politicians,0,women,0.0841,old,foe,children,politicians
504,alike,j-coordinated,534,adult,juvenile,0.0112,child,0.7737,adolescent,children,youth,kid,0.8151,adult,0.8151,adolescent,children,youth,kid,1,1,1,1,,,0.0059,child,0.807,0.8251,adult,0.8251,,0.0057,child,0.7863,0.0369,adult,0.0369,,,0.0059,child,0.807,children,kid,adolescent,youth,0.8251,adult,0.8251,children,kid,adolescent,youth,,,0.0057,child,0.7863,children,kid,adolescent,youth,0.0369,adult,0.0369,children,kid,adolescent,youth,,,0,women,0.0961,old,children,foe,girls,0.0004,women,0.0827,old,children,foe,girls
505,alike,j-coordinated,535,penalty,reward,0.0036,goal,0.0956,foul,offense,game,injury,0.0069,punishment,0.3357,foul,offense,game,injury,1,1,1,1,,,0.0284,punishment,0.0289,0.0144,punishment,0.446,,0.0159,punishment,0.0807,0.0075,punishment,0.4038,,,0.0284,punishment,0.0289,reward,conviction,guilt,offense,0.0144,punishment,0.446,reward,conviction,guilt,offense,,,0.0159,punishment,0.0807,conviction,guilt,crime,execution,0.0075,punishment,0.4038,conviction,guilt,crime,execution,,,0,women,0.0861,old,children,foe,girls,0,women,0.1155,old,children,foe,girls
506,alike,j-coordinated,536,sunrise,sunset,0.9628,sunset,0.9628,dusk,twilight,night,darkness,0.8678,sunrise,0.8678,dusk,twilight,night,darkness,1,1,1,1,,,0.8627,sunset,0.8627,0.7132,sunrise,0.7132,,0.8523,sunset,0.8523,0.6611,sunrise,0.6611,,,0.8627,sunset,0.8627,dusk,twilight,fall,set,0.7132,sunrise,0.7132,dusk,twilight,fall,set,,,0.8523,sunset,0.8523,dusk,twilight,sunrise,night,0.6611,sunrise,0.6611,dusk,twilight,sunrise,night,,,0,women,0.087,old,foe,children,girls,0,women,0.088,old,foe,children,girls
507,alike,j-coordinated,537,humility,pride,0.0887,pride,0.0887,arrogance,ego,confidence,ambition,0.0088,fear,0.0827,arrogance,ego,confidence,ambition,0,1,0,1,,,0.0475,arrogance,0.0765,0.0133,fear,0.1184,,0.0378,arrogance,0.0978,0.0093,fear,0.1017,,,0.0475,arrogance,0.0765,pride,humility,stupidity,grace,0.0133,fear,0.1184,pride,humility,stupidity,grace,,,0.0378,arrogance,0.0978,strength,pride,power,humility,0.0093,fear,0.1017,strength,pride,power,humility,,,0,women,0.0842,old,foe,children,girls,0,women,0.0961,old,foe,children,girls
508,alike,j-coordinated,538,fall,rise,0.2753,rise,0.2753,winter,spring,summer,fall,0.9275,fall,0.9275,winter,spring,summer,fall,1,1,0,1,,,0.6339,rise,0.6339,0.7404,fall,0.7404,,0.0004,winter,0.5459,0.9637,fall,0.9637,,,0.6339,rise,0.6339,rising,fall,rose,spring,0.7404,fall,0.7404,rising,fall,rose,spring,,,0.0004,winter,0.5459,spring,summer,Spring,Winter,0.9637,fall,0.9637,spring,summer,Spring,Winter,,,0,women,0.0906,old,foe,children,girls,0.0004,women,0.0941,old,foe,children,girls
509,alike,j-coordinated,539,fire,hire,0,ice,0.4534,water,earth,smoke,steel,0.7063,fire,0.7063,water,earth,smoke,steel,1,0,1,1,,,0,ice,0.3553,0.007,hire,0.1064,,0,ice,0.3927,0.3439,fire,0.3439,,,0,ice,0.3553,water,smoke,lightning,earth,0.007,hire,0.1064,water,smoke,lightning,earth,,,0,ice,0.3927,water,fury,smoke,steel,0.3439,fire,0.3439,water,fury,smoke,steel,,,0,women,0.0827,old,foe,children,girls,0,women,0.1063,old,foe,children,girls
510,alike,j-coordinated,540,give,take,0.6556,take,0.6556,receive,get,give,expect,0.1343,give,0.1343,receive,get,give,expect,1,0,1,1,,,0.5337,take,0.5337,0.0099,do,0.0332,,0.4754,take,0.4754,0.1082,give,0.1082,,,0.5337,take,0.5337,receive,get,expect,give,0.0099,do,0.0332,receive,get,expect,give,,,0.4754,take,0.4754,receive,get,Take,expect,0.1082,give,0.1082,receive,get,Take,expect,,,0.0001,women,0.1464,men,girls,children,old,0,women,0.1081,men,girls,children,old
511,alike,j-coordinated,541,host,parasite,0.0001,audience,0.2347,guest,guests,viewers,viewer,0.4849,host,0.4849,guest,guests,viewers,viewer,1,0,1,0,,,0.0001,guest,0.2392,0.0765,victim,0.1005,,0.0002,guest,0.4574,0.07,victim,0.1555,,,0.0001,guest,0.2392,audience,guests,viewer,viewers,0.0765,victim,0.1005,audience,guests,viewer,viewers,,,0.0002,guest,0.4574,audience,guests,contestant,viewer,0.07,victim,0.1555,audience,guests,contestant,viewer,,,0,women,0.0666,old,foe,children,fans,0.0001,women,0.0823,old,foe,children,fans
512,alike,j-coordinated,542,background,foreground,0.0019,present,0.0248,background,personality,character,career,0.958,background,0.958,background,personality,character,career,1,1,1,1,,,0.0042,present,0.0629,0.4696,background,0.4696,,0.0004,story,0.0664,0.3665,background,0.3665,,,0.0042,present,0.0629,appearance,background,character,not,0.4696,background,0.4696,appearance,background,character,not,,,0.0004,story,0.0664,character,characters,plot,present,0.3665,background,0.3665,character,characters,plot,present,,,0,women,0.0847,old,foe,children,girls,0,women,0.0835,old,foe,children,girls
513,alike,j-coordinated,543,agreement,disagreement,0.4677,disagreement,0.4677,dissent,opposition,denial,agreement,0.229,agreement,0.229,dissent,opposition,denial,agreement,1,1,1,0,,,0.1342,disagreement,0.1342,0.1639,agreement,0.1639,,0.1254,disagreement,0.1254,0.1348,disagreement,0.2453,,,0.1342,disagreement,0.1342,agreement,opposition,denial,argument,0.1639,agreement,0.1639,agreement,opposition,denial,argument,,,0.1254,disagreement,0.1254,agreement,denial,argument,opposition,0.1348,disagreement,0.2453,agreement,denial,argument,opposition,,,0,women,0.0892,old,foe,children,girls,0,women,0.0697,old,foe,children,girls
