idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
15572,ratherthan,j-comparative,607,reassure,worry,0.0107,threaten,0.0987,scare,convince,alarm,panic,0.0271,threaten,0.0932,scare,convince,alarm,panic,0.0051,worry,0.0437,scare,convince,alarm,panic,0.0004,trust,0.0628,scare,convince,alarm,panic
15573,between,j-distinguished,607,reassure,worry,0.0457,reassure,0.0975,worry,fear,panic,alarm,0.0247,reassure,0.1144,worry,fear,panic,alarm,0.0002,anxiety,0.0653,worry,fear,panic,alarm,0.0001,hope,0.1208,worry,fear,panic,alarm
15574,fromto,j-transitional,607,reassure,worry,0.1009,worry,0.1009,panic,alarm,fear,reassure,0.0109,fear,0.0419,panic,alarm,fear,reassure,0.0001,hope,0.0706,panic,alarm,fear,reassure,0.0005,calm,0.0591,panic,alarm,fear,reassure
15575,question,j-interrogative,607,reassure,worry,0.0454,worry,0.0454,alarm,confuse,fear,threaten,0.0242,scare,0.0697,alarm,confuse,fear,threaten,0.0006,stress,0.0607,alarm,confuse,fear,threaten,0.0005,hope,0.0708,alarm,confuse,fear,threaten
15576,XbutY,contrastive,607,reassure,worry,0.005,...,0.0746,not,...,?,…,0.0123,all,0.0968,not,...,?,…,0.0035,not,0.0924,not,...,?,…,0.0,nothing,0.4264,not,...,?,…
15577,XyetY,contrastive,607,reassure,worry,0.0004,?,0.2838,.,:,",",again,0.0002,not,0.5285,.,:,",",again,0.0,?,0.7332,.,:,",",again,0.0,and,0.3022,.,:,",",again
15578,versus,j-residual,607,reassure,worry,0.0247,reassure,0.1146,worry,fear,alarm,convince,0.0158,threaten,0.0528,worry,fear,alarm,convince,0.0004,optimism,0.0949,worry,fear,alarm,convince,0.0003,hope,0.2042,worry,fear,alarm,convince
15579,alike,j-coordinated,608,break,make,0.0179,repair,0.0273,make,reset,fix,fall,0.3325,make,0.3325,make,reset,fix,fall,0.0231,sell,0.0982,make,reset,fix,fall,0.0116,buy,0.0433,make,reset,fix,fall
15580,whether,j-coordinated,608,break,make,0.0026,not,0.2325,marriage,stay,divorce,breakup,0.9199,make,0.9199,marriage,stay,divorce,breakup,0.1178,break,0.1178,marriage,stay,divorce,breakup,0.0693,buy,0.1405,marriage,stay,divorce,breakup
15581,either,j-coordinated,608,break,make,0.0035,break,0.0686,fail,reset,die,repair,0.2066,bend,0.2652,fail,reset,die,repair,0.1233,break,0.1233,fail,reset,die,repair,0.0017,buy,0.4503,fail,reset,die,repair
15582,neither,j-coordinated,608,break,make,0.0008,hold,0.2229,serve,win,gain,tie,0.2984,bend,0.5934,serve,win,gain,tie,0.0175,destroy,0.1126,serve,win,gain,tie,0.0106,take,0.0734,serve,win,gain,tie
15583,both,j-coordinated,608,break,make,0.0009,tie,0.1014,win,serve,hold,set,0.005,set,0.4015,win,serve,hold,set,0.0245,model,0.1236,win,serve,hold,set,0.0171,design,0.0615,win,serve,hold,set
15584,aswellas,j-coordinated,608,break,make,0.0138,bend,0.0254,the,make,recover,travel,0.0105,score,0.0353,the,make,recover,travel,0.0028,buy,0.0591,the,make,recover,travel,0.001,and,0.1509,the,make,recover,travel
15585,or,j-coordinated,608,break,make,0.0031,fall,0.0197,marriage,break,divorce,compromise,0.8399,make,0.8399,marriage,break,divorce,compromise,0.1115,break,0.1115,marriage,break,divorce,compromise,0.002,buy,0.1581,marriage,break,divorce,compromise
15586,and,j-coordinated,608,break,make,0.0028,enter,0.0353,rise,bend,run,repair,0.0578,make,0.0578,rise,bend,run,repair,0.0042,buy,0.0488,rise,bend,run,repair,0.004,buy,0.0968,rise,bend,run,repair
15587,XnotY,j-negated,608,break,make,0.0,available,0.1501,shown,recorded,included,broken,0.0,does,0.3536,shown,recorded,included,broken,0.001,.,0.0524,shown,recorded,included,broken,0.0,did,0.3482,shown,recorded,included,broken
15588,XcommanotY,j-negated,608,break,make,0.0002,break,0.0666,broken,available,included,fixed,0.0339,bend,0.5091,broken,available,included,fixed,0.0022,sell,0.0416,broken,available,included,fixed,0.007,not,0.0532,broken,available,included,fixed
15589,notXbutY,j-negated,608,break,make,0.0177,break,0.0779,bend,crack,make,rupture,0.0443,break,0.0816,bend,crack,make,rupture,0.0126,make,0.0544,bend,crack,make,rupture,0.0081,make,0.0367,bend,crack,make,rupture
15590,notXcommaY,j-negated,608,break,make,0.0088,but,0.279,break,not,make,fall,0.0005,ification,0.058,break,not,make,fall,0.0013,but,0.1547,break,not,make,fall,0.0012,enough,0.0125,break,not,make,fall
15591,XandnotY,j-negated,608,break,make,0.0037,break,0.1488,.,stop,broken,complete,0.0081,bend,0.4876,.,stop,broken,complete,0.0076,.,0.0775,.,stop,broken,complete,0.0031,",",0.0635,.,stop,broken,complete
15592,insteadof,j-negated,608,break,make,0.002,pause,0.041,break,stop,reset,jump,0.0013,pause,0.0667,break,stop,reset,jump,0.0022,buy,0.0636,break,stop,reset,jump,0.0001,use,0.3084,break,stop,reset,jump
15593,opposedto,j-negated,608,break,make,0.0021,break,0.1487,the,</s>,.,a,0.0011,break,0.1404,the,</s>,.,a,0.0009,</s>,0.1023,the,</s>,.,a,0.0033,or,0.1061,the,</s>,.,a
15594,XbutnotY,restrictive,608,break,make,0.0047,win,0.1348,hold,clear,convert,finish,0.0005,bend,0.9885,hold,clear,convert,finish,0.0049,sell,0.1191,hold,clear,convert,finish,0.0045,try,0.0973,hold,clear,convert,finish
15595,notXbutnotY,negatedX2,608,break,make,0.0458,break,0.1259,fix,make,fixed,bend,0.0722,break,0.1137,fix,make,fixed,bend,0.0283,make,0.0607,fix,make,fixed,bend,0.0326,make,0.0779,fix,make,fixed,bend
15596,notonlyXbutY,additive,608,break,make,0.0099,also,0.2251,win,dominate,...,kill,0.0625,bend,0.1633,win,dominate,...,kill,0.0032,also,0.4042,win,dominate,...,kill,0.0027,win,0.0672,win,dominate,...,kill
15597,notXbutjustY,restrictive,608,break,make,0.0017,break,0.0328,stop,enough,.,a,0.001,break,0.1137,stop,enough,.,a,0.0018,.,0.1155,stop,enough,.,a,0.0009,",",0.0227,stop,enough,.,a
15598,morethan,j-comparative,608,break,make,0.0243,fix,0.1136,break,catch,make,bend,0.4044,make,0.4044,break,catch,make,bend,0.084,break,0.084,break,catch,make,bend,0.0115,money,0.0738,break,catch,make,bend
15599,ratherthan,j-comparative,608,break,make,0.0094,bend,0.0315,break,fix,stop,reset,0.0116,bend,0.643,break,fix,stop,reset,0.0047,buy,0.3307,break,fix,stop,reset,0.0068,buy,0.1174,break,fix,stop,reset
15600,between,j-distinguished,608,break,make,0.0004,finish,0.0458,goal,restart,recovery,return,0.0002,pause,0.1392,goal,restart,recovery,return,0.156,break,0.156,goal,restart,recovery,return,0.0259,make,0.0605,goal,restart,recovery,return
15601,fromto,j-transitional,608,break,make,0.0019,break,0.175,resume,start,reset,continue,0.0125,break,0.2614,resume,start,reset,continue,0.0088,deploy,0.0451,resume,start,reset,continue,0.0021,how,0.0392,resume,start,reset,continue
15602,question,j-interrogative,608,break,make,0.0092,repair,0.044,fix,bend,merge,marriage,0.9139,make,0.9139,fix,bend,merge,marriage,0.5344,break,0.5344,fix,bend,merge,marriage,0.0125,buy,0.2897,fix,bend,merge,marriage
15603,XbutY,contrastive,608,break,make,0.0015,...,0.0768,lose,...,not,win,0.0094,all,0.3187,lose,...,not,win,0.0,...,0.1356,lose,...,not,win,0.0002,all,0.1894,lose,...,not,win
15604,XyetY,contrastive,608,break,make,0.0,?,0.3743,.,),:,",",0.0,not,0.7286,.,),:,",",0.0,?,0.2624,.,),:,",",0.0,not,0.2979,.,),:,","
15605,versus,j-residual,608,break,make,0.0015,tie,0.229,average,break,score,game,0.0094,break,0.0834,average,break,score,game,0.1365,break,0.1365,average,break,score,game,0.0458,model,0.363,average,break,score,game
15606,alike,j-coordinated,609,fold,unfold,0.0053,fold,0.0535,twist,bind,hold,tear,0.0064,fold,0.078,twist,bind,hold,tear,0.0097,burn,0.0128,twist,bind,hold,tear,0.0025,fall,0.0111,twist,bind,hold,tear
15607,whether,j-coordinated,609,fold,unfold,0.0063,not,0.0733,twist,roll,pin,stretch,0.0062,spread,0.073,twist,roll,pin,stretch,0.0023,not,0.2579,twist,roll,pin,stretch,0.0,planned,0.0806,twist,roll,pin,stretch
15608,either,j-coordinated,609,fold,unfold,0.0035,press,0.0447,pin,twist,tie,toss,0.0022,press,0.0732,pin,twist,tie,toss,0.0431,fold,0.0431,pin,twist,tie,toss,0.011,freeze,0.0272,pin,twist,tie,toss
15609,neither,j-coordinated,609,fold,unfold,0.0154,twist,0.0417,fold,bind,stretch,turn,0.0077,stretch,0.0402,fold,bind,stretch,turn,0.0095,collapse,0.0177,fold,bind,stretch,turn,0.0053,settle,0.0188,fold,bind,stretch,turn
15610,both,j-coordinated,609,fold,unfold,0.0122,insert,0.025,bind,press,tear,hold,0.0046,insert,0.074,bind,press,tear,hold,0.0066,collapse,0.0119,bind,press,tear,hold,0.0017,start,0.0213,bind,press,tear,hold
15611,aswellas,j-coordinated,609,fold,unfold,0.0106,hold,0.0302,zip,stretch,</s>,press,0.0077,rotate,0.1246,zip,stretch,</s>,press,0.0001,the,0.0827,zip,stretch,</s>,press,0.0006,pause,0.0139,zip,stretch,</s>,press
15612,or,j-coordinated,609,fold,unfold,0.0025,wrap,0.0549,pin,tie,press,tape,0.0027,wrap,0.0442,pin,tie,press,tape,0.0319,</s>,0.0332,pin,tie,press,tape,0.0132,and,0.0427,pin,tie,press,tape
15613,and,j-coordinated,609,fold,unfold,0.0035,press,0.0348,fold,wrap,.,hold,0.0041,cut,0.0672,fold,wrap,.,hold,0.014,</s>,0.0305,fold,wrap,.,hold,0.0038,rise,0.0295,fold,wrap,.,hold
15614,XnotY,j-negated,609,fold,unfold,0.0006,.,0.1793,allowed,folded,required,included,0.0,does,0.3528,allowed,folded,required,included,0.0,available,0.1236,allowed,folded,required,included,0.0,did,0.4903,allowed,folded,required,included
15615,XcommanotY,j-negated,609,fold,unfold,0.0062,fold,0.0701,folded,rotate,.,open,0.0149,fold,0.1005,folded,rotate,.,open,0.0105,.,0.0351,folded,rotate,.,open,0.006,unfold,0.0217,folded,rotate,.,open
15616,notXbutY,j-negated,609,fold,unfold,0.015,fold,0.0603,stretch,twist,spread,unfold,0.0064,fold,0.1549,stretch,twist,spread,unfold,0.006,collapse,0.0294,stretch,twist,spread,unfold,0.0016,stop,0.0243,stretch,twist,spread,unfold
15617,notXcommaY,j-negated,609,fold,unfold,0.0007,but,0.1702,fold,nor,and,not,0.0001,epad,0.3549,fold,nor,and,not,0.0023,but,0.159,fold,nor,and,not,0.0082,yet,0.0218,fold,nor,and,not
15618,XandnotY,j-negated,609,fold,unfold,0.0117,fold,0.0352,press,.,rotate,tear,0.0243,fold,0.0831,press,.,rotate,tear,0.0198,.,0.072,press,.,rotate,tear,0.0135,unfold,0.0224,press,.,rotate,tear
15619,insteadof,j-negated,609,fold,unfold,0.0037,square,0.0435,roll,tape,zip,pin,0.003,rotate,0.0582,roll,tape,zip,pin,0.0199,folding,0.0319,roll,tape,zip,pin,0.0732,fold,0.0732,roll,tape,zip,pin
15620,opposedto,j-negated,609,fold,unfold,0.0035,.,0.0432,</s>,the,a,square,0.0058,fold,0.0584,</s>,the,a,square,0.0094,the,0.0735,</s>,the,a,square,0.0322,or,0.0958,</s>,the,a,square
15621,XbutnotY,restrictive,609,fold,unfold,0.0139,pin,0.0585,close,twist,sew,press,0.0519,fold,0.1072,close,twist,sew,press,0.0024,collapse,0.043,close,twist,sew,press,0.0014,start,0.0594,close,twist,sew,press
15622,notXbutnotY,negatedX2,609,fold,unfold,0.0094,fold,0.2043,stretch,folded,collapse,tear,0.0108,fold,0.2523,stretch,folded,collapse,tear,0.0218,collapse,0.0396,stretch,folded,collapse,tear,0.0323,fold,0.0323,stretch,folded,collapse,tear
15623,notonlyXbutY,additive,609,fold,unfold,0.0016,also,0.0456,fold,break,rip,twist,0.0014,float,0.0248,fold,break,rip,twist,0.0001,also,0.1782,fold,break,rip,twist,0.0003,survive,0.0853,fold,break,rip,twist
15624,notXbutjustY,restrictive,609,fold,unfold,0.0053,sit,0.0567,go,slide,fold,.,0.0028,fold,0.0477,go,slide,fold,.,0.0005,.,0.0328,go,slide,fold,.,0.0006,rush,0.0174,go,slide,fold,.
15625,morethan,j-comparative,609,fold,unfold,0.0011,fold,0.026,paper,curl,normal,one,0.0021,bend,0.0461,paper,curl,normal,one,0.0001,ever,0.0337,paper,curl,normal,one,0.0,interesting,0.0136,paper,curl,normal,one
15626,ratherthan,j-comparative,609,fold,unfold,0.0126,roll,0.0555,square,press,tie,wrap,0.0112,fold,0.0619,square,press,tie,wrap,0.0074,collapse,0.0195,square,press,tie,wrap,0.0011,linger,0.0209,square,press,tie,wrap
15627,between,j-distinguished,609,fold,unfold,0.0013,fold,0.0634,binding,cut,cover,bind,0.0005,insert,0.0761,binding,cut,cover,bind,0.0012,collapse,0.0098,binding,cut,cover,bind,0.0005,start,0.0494,binding,cut,cover,bind
15628,fromto,j-transitional,609,fold,unfold,0.0075,bind,0.0584,insert,fold,cover,spread,0.0004,fold,0.1109,insert,fold,cover,spread,0.0014,enlarge,0.0419,insert,fold,cover,spread,0.0003,start,0.028,insert,fold,cover,spread
15629,question,j-interrogative,609,fold,unfold,0.0025,fold,0.0917,twist,toss,rip,tie,0.0025,fold,0.0858,twist,toss,rip,tie,0.0283,not,0.0509,twist,toss,rip,tie,0.0113,collapse,0.0268,twist,toss,rip,tie
15630,XbutY,contrastive,609,fold,unfold,0.0073,not,0.216,open,retain,remain,twist,0.0032,fold,0.0813,open,retain,remain,twist,0.0003,...,0.0828,open,retain,remain,twist,0.0003,all,0.2382,open,retain,remain,twist
15631,XyetY,contrastive,609,fold,unfold,0.0004,?,0.3578,.,!,...,),0.0001,not,0.6039,.,!,...,),0.0,.,0.4876,.,!,...,),0.0,may,0.2154,.,!,...,)
15632,versus,j-residual,609,fold,unfold,0.0053,spread,0.0226,square,tape,press,fold,0.0022,fold,0.4004,square,tape,press,fold,0.0005,forecast,0.038,square,tape,press,fold,0.0003,2016,0.0344,square,tape,press,fold
15633,alike,j-coordinated,610,claim,forfeit,0.0,allegation,0.0643,evidence,denial,accusation,falsehood,0.0,fact,0.0939,evidence,denial,accusation,falsehood,0.0013,defeat,0.077,evidence,denial,accusation,falsehood,0.0002,win,0.5984,evidence,denial,accusation,falsehood
15634,whether,j-coordinated,610,claim,forfeit,0.0,not,0.3072,otherwise,fact,denial,evidence,0.0,fact,0.281,otherwise,fact,denial,evidence,0.0001,not,0.4006,otherwise,fact,denial,evidence,0.0004,win,0.2348,otherwise,fact,denial,evidence
15635,either,j-coordinated,610,claim,forfeit,0.0,denial,0.0483,not,comment,evidence,allegation,0.0,fact,0.0817,not,comment,evidence,allegation,0.0003,retire,0.1904,not,comment,evidence,allegation,0.0001,win,0.3584,not,comment,evidence,allegation
15636,neither,j-coordinated,610,claim,forfeit,0.0,denial,0.1053,liability,defence,evidence,defense,0.0,make,0.0493,liability,defence,evidence,defense,0.0005,deny,0.1158,liability,defence,evidence,defense,0.0003,guilty,0.5219,liability,defence,evidence,defense
15637,both,j-coordinated,610,claim,forfeit,0.0,evidence,0.108,denial,fact,counter,allegation,0.0,evidence,0.0839,denial,fact,counter,allegation,0.0011,default,0.0671,denial,fact,counter,allegation,0.0,wins,0.2833,denial,fact,counter,allegation
15638,aswellas,j-coordinated,610,claim,forfeit,0.0,the,0.1239,evidence,</s>,a,claim,0.0,claim,0.0157,evidence,</s>,a,claim,0.0005,:,0.1265,evidence,</s>,a,claim,0.0005,and,0.1226,evidence,</s>,a,claim
15639,or,j-coordinated,610,claim,forfeit,0.0,allegation,0.0528,denial,otherwise,dispute,accusation,0.0,allegation,0.068,denial,otherwise,dispute,accusation,0.0009,defeat,0.0501,denial,otherwise,dispute,accusation,0.0003,retire,0.0964,denial,otherwise,dispute,accusation
15640,and,j-coordinated,610,claim,forfeit,0.0,denial,0.0323,evidence,claim,defence,</s>,0.0,allegation,0.0186,evidence,claim,defence,</s>,0.0008,</s>,0.0467,evidence,claim,defence,</s>,0.0003,",",0.0644,evidence,claim,defence,</s>
15641,XnotY,j-negated,610,claim,forfeit,0.0,proven,0.2185,disputed,supported,true,verified,0.0,did,0.3547,disputed,supported,true,verified,0.0001,available,0.0817,disputed,supported,true,verified,0.0,does,0.3714,disputed,supported,true,verified
15642,XcommanotY,j-negated,610,claim,forfeit,0.0,proven,0.1379,true,verified,evidence,disputed,0.0,quote,0.0417,true,verified,evidence,disputed,0.0002,available,0.2316,true,verified,evidence,disputed,0.0004,forfeit,0.0727,true,verified,evidence,disputed
15643,notXbutY,j-negated,610,claim,forfeit,0.0,fact,0.0537,evidence,statement,assertion,claim,0.0,proven,0.0853,evidence,statement,assertion,claim,0.0002,a,0.0386,evidence,statement,assertion,claim,0.0002,guilty,0.2025,evidence,statement,assertion,claim
15644,notXcommaY,j-negated,610,claim,forfeit,0.0,but,0.1593,nor,not,no,or,0.0,proven,0.1052,nor,not,no,or,0.0002,but,0.1887,nor,not,no,or,0.0,guilty,0.6584,nor,not,no,or
15645,XandnotY,j-negated,610,claim,forfeit,0.0,claim,0.0892,true,.,proven,ability,0.0,not,0.06,true,.,proven,ability,0.0005,available,0.1192,true,.,proven,ability,0.0005,forfeit,0.0502,true,.,proven,ability
15646,insteadof,j-negated,610,claim,forfeit,0.0,claim,0.0382,fact,quote,evidence,the,0.0,claim,0.115,fact,quote,evidence,the,0.0006,winning,0.0545,fact,quote,evidence,the,0.0002,win,0.1179,fact,quote,evidence,the
15647,opposedto,j-negated,610,claim,forfeit,0.0,the,0.1825,claim,</s>,.,"""",0.0,not,0.0532,claim,</s>,.,"""",0.0013,a,0.0867,claim,</s>,.,"""",0.0003,",",0.0937,claim,</s>,.,""""
15648,XbutnotY,restrictive,610,claim,forfeit,0.0,proven,0.2351,evidence,verified,proof,confirmed,0.0,allegation,0.0617,evidence,verified,proof,confirmed,0.0013,guilty,0.0915,evidence,verified,proof,confirmed,0.0,default,0.14,evidence,verified,proof,confirmed
15649,notXbutnotY,negatedX2,610,claim,forfeit,0.0,fact,0.0629,evidence,proven,true,proof,0.0,",",0.0324,evidence,proven,true,proof,0.0001,disqualified,0.0548,evidence,proven,true,proof,0.0001,guilty,0.0958,evidence,proven,true,proof
15650,notonlyXbutY,additive,610,claim,forfeit,0.0,also,0.0479,evidence,prove,...,…,0.0,that,0.0674,evidence,prove,...,…,0.0003,also,0.7709,evidence,prove,...,…,0.0002,win,0.1691,evidence,prove,...,…
15651,notXbutjustY,restrictive,610,claim,forfeit,0.0,say,0.0546,.,that,statement,a,0.0,fact,0.0804,.,that,statement,a,0.0001,loss,0.05,.,that,statement,a,0.0001,guilty,0.2293,.,that,statement,a
15652,morethan,j-comparative,610,claim,forfeit,0.0,evidence,0.0988,fact,reality,truth,not,0.0,evidence,0.0703,fact,reality,truth,not,0.0011,win,0.1033,fact,reality,truth,not,0.0001,points,0.1042,fact,reality,truth,not
15653,ratherthan,j-comparative,610,claim,forfeit,0.0,fact,0.046,assertion,evidence,allegation,assert,0.0,quote,0.0565,assertion,evidence,allegation,assert,0.0013,pay,0.1351,assertion,evidence,allegation,assert,0.0002,default,0.082,assertion,evidence,allegation,assert
15654,between,j-distinguished,610,claim,forfeit,0.0,evidence,0.0893,fact,truth,reality,denial,0.0,fact,0.1192,fact,truth,reality,denial,0.0004,win,0.129,fact,truth,reality,denial,0.0002,win,0.2037,fact,truth,reality,denial
15655,fromto,j-transitional,610,claim,forfeit,0.0001,claim,0.0775,denial,evidence,fact,judgment,0.0,claim,0.0619,denial,evidence,fact,judgment,0.0003,win,0.3058,denial,evidence,fact,judgment,0.0002,win,0.1888,denial,evidence,fact,judgment
15656,question,j-interrogative,610,claim,forfeit,0.0,not,0.0887,falsehood,allegation,denial,fact,0.0,question,0.0383,falsehood,allegation,denial,fact,0.0011,both,0.0608,falsehood,allegation,denial,fact,0.002,win,0.1247,falsehood,allegation,denial,fact
15657,XbutY,contrastive,610,claim,forfeit,0.0,...,0.0606,not,:,...,deny,0.0,all,0.0732,not,:,...,deny,0.0011,...,0.176,not,:,...,deny,0.0,all,0.6326,not,:,...,deny
15658,XyetY,contrastive,610,claim,forfeit,0.0,?,0.1394,.,:,another,made,0.0,not,0.472,.,:,another,made,0.0006,.,0.3345,.,:,another,made,0.0,not,0.8579,.,:,another,made
15659,versus,j-residual,610,claim,forfeit,0.0,claim,0.1623,evidence,allegation,the,</s>,0.0,fact,0.1264,evidence,allegation,the,</s>,0.0,.,0.0355,evidence,allegation,the,</s>,0.0004,win,0.1234,evidence,allegation,the,</s>
15660,alike,j-coordinated,611,erase,record,0.0042,erase,0.0991,restore,delete,destroy,replace,0.0062,erase,0.1187,restore,delete,destroy,replace,0.0,song,0.0349,restore,delete,destroy,replace,0.0,song,0.0881,restore,delete,destroy,replace
15661,whether,j-coordinated,611,erase,record,0.0033,not,0.1179,delete,replace,erase,remove,0.0102,copy,0.0779,delete,replace,erase,remove,0.0,not,0.2536,delete,replace,erase,remove,0.0,anecdote,0.0346,delete,replace,erase,remove
15662,either,j-coordinated,611,erase,record,0.0039,delete,0.2533,copy,replace,remove,edit,0.0042,delete,0.1587,copy,replace,remove,edit,0.0,download,0.1203,copy,replace,remove,edit,0.0,song,0.18,copy,replace,remove,edit
15663,neither,j-coordinated,611,erase,record,0.0068,restore,0.2277,delete,copy,replace,persist,0.0258,erase,0.084,delete,copy,replace,persist,0.0001,number,0.0142,delete,copy,replace,persist,0.0,book,0.0201,delete,copy,replace,persist
15664,both,j-coordinated,611,erase,record,0.0047,restore,0.0842,delete,replace,copy,erase,0.0069,copy,0.1397,delete,replace,copy,erase,0.0,history,0.0295,delete,replace,copy,erase,0.0,number,0.0196,delete,replace,copy,erase
15665,aswellas,j-coordinated,611,erase,record,0.0086,copy,0.0573,write,erase,print,restore,0.0138,copy,0.0952,write,erase,print,restore,0.0,the,0.2737,write,erase,print,restore,0.0,history,0.0205,write,erase,print,restore
15666,or,j-coordinated,611,erase,record,0.0017,delete,0.1201,destroy,remove,erase,replace,0.0021,delete,0.1579,destroy,remove,erase,replace,0.0,otherwise,0.0738,destroy,remove,erase,replace,0.0,book,0.0249,destroy,remove,erase,replace
15667,and,j-coordinated,611,erase,record,0.0013,delete,0.1265,destroy,erase,remove,.,0.0037,delete,0.0924,destroy,erase,remove,.,0.0,.,0.0401,destroy,erase,remove,.,0.0,date,0.0269,destroy,erase,remove,.
15668,XnotY,j-negated,611,erase,record,0.0003,available,0.0556,required,epad,possible,.,0.0,does,0.415,required,epad,possible,.,0.0,available,0.5546,required,epad,possible,.,0.0,does,0.3067,required,epad,possible,.
15669,XcommanotY,j-negated,611,erase,record,0.0017,delete,0.1368,erase,copy,remove,replace,0.0075,erase,0.0546,erase,copy,remove,replace,0.0,available,0.0627,erase,copy,remove,replace,0.0001,history,0.0236,erase,copy,remove,replace
15670,notXbutY,j-negated,611,erase,record,0.0006,erase,0.1343,destroy,replace,remove,delete,0.0032,erase,0.2017,destroy,replace,remove,delete,0.0,close,0.0346,destroy,replace,remove,delete,0.0,record,0.0593,destroy,replace,remove,delete
15671,notXcommaY,j-negated,611,erase,record,0.0004,but,0.1822,delete,destroy,erase,remove,0.0004,epad,0.6682,delete,destroy,erase,remove,0.0,but,0.0708,delete,destroy,erase,remove,0.0,ification,0.395,delete,destroy,erase,remove
15672,XandnotY,j-negated,611,erase,record,0.0042,delete,0.048,erase,return,disturb,copy,0.013,copy,0.0468,erase,return,disturb,copy,0.0,available,0.1103,erase,return,disturb,copy,0.0003,not,0.0416,erase,return,disturb,copy
15673,insteadof,j-negated,611,erase,record,0.0158,copy,0.1305,print,delete,save,write,0.0023,delete,0.364,print,delete,save,write,0.0001,date,0.0913,print,delete,save,write,0.0001,or,0.0439,print,delete,save,write
15674,opposedto,j-negated,611,erase,record,0.0023,erase,0.1562,permanent,.,</s>,delete,0.0006,delete,0.2023,permanent,.,</s>,delete,0.0,.,0.0738,permanent,.,</s>,delete,0.0,",",0.0323,permanent,.,</s>,delete
15675,XbutnotY,restrictive,611,erase,record,0.0008,delete,0.2438,destroy,remove,replace,erase,0.0008,delete,0.1722,destroy,remove,replace,erase,0.0,perfect,0.0688,destroy,remove,replace,erase,0.0,high,0.0934,destroy,remove,replace,erase
15676,notXbutnotY,negatedX2,611,erase,record,0.0008,erase,0.2849,replace,delete,destroy,forget,0.0047,erase,0.1629,replace,delete,destroy,forget,0.0,uncommon,0.0298,replace,delete,destroy,forget,0.0,bad,0.0746,replace,delete,destroy,forget
15677,notonlyXbutY,additive,611,erase,record,0.0004,destroy,0.2024,also,erase,delete,kill,0.0012,destroy,0.0799,also,erase,delete,kill,0.0,also,0.0866,also,erase,delete,kill,0.0,win,0.0742,also,erase,delete,kill
15678,notXbutjustY,restrictive,611,erase,record,0.0003,erase,0.2229,delete,remove,wipe,destroy,0.0002,delete,0.4138,delete,remove,wipe,destroy,0.0004,a,0.034,delete,remove,wipe,destroy,0.0,record,0.0342,delete,remove,wipe,destroy
15679,morethan,j-comparative,611,erase,record,0.0008,erase,0.0286,replace,delete,write,read,0.001,forget,0.0321,replace,delete,write,read,0.0,ever,0.0944,replace,delete,write,read,0.0,important,0.0561,replace,delete,write,read
15680,ratherthan,j-comparative,611,erase,record,0.0134,erase,0.1267,copy,write,replace,delete,0.0113,delete,0.0496,copy,write,replace,delete,0.0,date,0.0512,copy,write,replace,delete,0.0002,date,0.0304,copy,write,replace,delete
15681,between,j-distinguished,611,erase,record,0.0038,restore,0.2569,erase,delete,replace,paste,0.0097,copy,0.0729,erase,delete,replace,paste,0.0,history,0.0218,erase,delete,replace,paste,0.0001,mark,0.0226,erase,delete,replace,paste
15682,fromto,j-transitional,611,erase,record,0.0118,erase,0.0599,restore,delete,save,edit,0.0098,save,0.1118,restore,delete,save,edit,0.0,record,0.0501,restore,delete,save,edit,0.0,interview,0.0221,restore,delete,save,edit
15683,question,j-interrogative,611,erase,record,0.0036,delete,0.0798,erase,replace,restore,keep,0.0064,delete,0.0807,erase,replace,restore,keep,0.0001,not,0.0921,erase,replace,restore,keep,0.0001,song,0.0253,erase,replace,restore,keep
15684,XbutY,contrastive,611,erase,record,0.0008,not,0.0794,delete,...,erase,remember,0.0044,all,0.2036,delete,...,erase,remember,0.0,...,0.0861,delete,...,erase,remember,0.0,all,0.1927,delete,...,erase,remember
15685,XyetY,contrastive,611,erase,record,0.0001,.,0.2794,?,),again,...,0.0,not,0.5781,?,),again,...,0.0,.,0.1625,?,),again,...,0.0,not,0.9347,?,),again,...
15686,versus,j-residual,611,erase,record,0.0038,erase,0.1642,restore,replace,copy,delete,0.0086,restore,0.0505,restore,replace,copy,delete,0.0,opponents,0.2181,restore,replace,copy,delete,0.0,2016,0.0839,restore,replace,copy,delete
15687,alike,j-coordinated,612,admit,reject,0.1296,deny,0.5313,reject,withhold,refuse,refute,0.0235,deny,0.2763,reject,withhold,refuse,refute,0.0015,embrace,0.0811,reject,withhold,refuse,refute,0.0045,accept,0.419,reject,withhold,refuse,refute
15688,whether,j-coordinated,612,admit,reject,0.0036,deny,0.7311,not,refute,contest,decline,0.005,deny,0.7208,not,refute,contest,decline,0.0051,accept,0.4099,not,refute,contest,decline,0.008,accept,0.8481,not,refute,contest,decline
